_index,chapter,name_a,name_b,relationship,原文
36,12,杨执中,权勿用,杨执中向娄氏公子介绍一个学识渊博的人，叫权勿用。Yang Chih-chung introduced The Lou brothers to a knowledgeable person named Chuan Wuyung.,
46,17,杨执中,景兰江,景兰江在诗会中与杨执中成为文字至交。 Ching Lan-chiang made friends with Yang Chih-chung in the poetizing parties.,"景兰江道：“新学台是湖州鲁老先生同年。鲁老先生就是小弟的诗友。小弟当时联句的诗会，杨执中先生，权勿用先生、嘉兴蘧太守公孙𬳽夫、还有娄中堂两位公子──三先生、四先生，都是弟们文字至交。可惜有位牛布衣先生只是神交，不曾会面。”匡超人见他说这些人，便问道：“杭城文瀚楼选书的马二先生，讳叫做静的，先生想也相与？”景兰江道：“那是做时文的朋友，虽也认得，不算相与。“This new examiner used to work with Mr. Lu of Huchow, who is a poet and friend of mine. Our poetizing parties were attended by Mr. Yang Chih-chung, Mr. Chuan Wu-yung, Chu Hsien-fu of Chiahsing, the grandson of Prefect Chu, and the two sons of Minister Lou — the third and fourth brothers. They are all good friends of mine. There was a Mr. Niu Pu-yi too, but unfortunately I only knew him by reputation: we never met.”"
37,12,张铁臂,权勿用,"娄氏公子请权勿用来府上，权勿用路上遇见旧相识侠客张铁臂同他一起去娄府。The Lou brothers invited Chuan Wuyung to his house, and on the way, Chuan Wuyung met his old friend Iron-armed Chang, who accompanied him to Lou's house.","权勿用看那人时，便是他旧相识侠客张铁臂。Chuan Wu-yung saw that his champion was an old friend, a man skilled in the military arts and known as Iron-armed Chang."
38,12,张铁臂,娄氏兄弟,"张铁臂骗取娄氏兄弟五百两银子后不知去向。After tricking The Lou brothers giving him five hundred taels of silver, Iron-armed Chang disappeared without a trace.","两公子听罢，大是骇然。弟兄忙到内里取出五百两银子付与张铁臂。铁臂将革囊放在阶下，银子拴束在身，叫一声多谢，腾身而起，上了房檐，行步如飞，只听得一片瓦响，无影无踪去了。Tremendously impressed, the two brothers hurried inside to fetch him five hundred taels. Then Iron-armed Chang put the bag down on the steps, stowed the silver about his person, thanked them and vaulted on the eaves. All they heard was a clatter on.the tiles, as he vanished like lightning."
39,13,马纯上,蘧公孙,"蘧公孙遇见选编文集帮人补习的马纯上，请教他升学的途径，深受启发，二人结拜为兄弟。Chu Hsien-fu met Ma Chunshang, who was helping someone prepare for the provincial examination. Chu Hsien-fu asked him for advice on how to further his own studies, and was deeply inspired. The two men became sworn brothers.","一席话，说得蘧公孙如梦方醒。又留他吃了晚饭，结为性命之交，相别而去。自此，日日往来。This conversation made Chu Hsien-fu feel as if he were coming out of darkness into the bright light of day. He kept Mr. Ma to dinner too and they became sworn brothers; then the scholar said goodbye and went away. After this, they met nearly every day."
40,15,马纯上,洪憨仙,"马纯上在丁仙祠遇见洪憨仙。洪憨仙知道马纯上经济困难，有意接济，送他几个黑炭，能用火炼成银子，以为他是神仙。后遇见洪憨仙女婿才知道被骗，但仍感激他。Ma Chun-shang met Hung Kan-hsien at a Temple. Hung Kan-hsien knew that Ma Chun-shang was in financial difficulties so he intended to help him by giving him some black charcoal that could be refined into silver using fire. Ma believed Hung was a god. Later, Ma realized that he had been deceived by Hung, but still felt grateful to him.","马二先生恍然大悟：“他原来结交我是要借我骗胡三公子！幸得胡家时运高，不得上算。”又想道：“他亏负了我什么？我到底该感激他。” Only then did Ma realize that the old man had made up to him in order to deceive Mr. Hu, and it was pure luck that Mr. Hu had not been swindled. Still, he thought: “What harm did he do me? I ought to be grateful to him.”"
41,15,马纯上,匡超人,"马纯上遇到匡超人落魄父亲病重，资助钱财给他治病，二人结拜为兄弟。Ma Chun-shang met Kuang Chao-jen whose father was ill and destitute, and helped him with money for his father's treatment. They became sworn brothers.","匡超人接了衣裳、银子，两泪交流道：“蒙先生这般相爱，我匡迥何以为报！意欲拜为盟兄，将来诸事还要照顾。只是大胆，不知长兄可肯容纳？” 马二先生大喜，当下受了他两拜，又同他拜了两拜，结为兄弟。“How can I ever repay your kindness? I would like to become your sworn broth¬ er in order to be able to ask for your advice in future. But you may think this too bold a request.”Ma was delighted, however, and allowed Kuang Chao-jen to bow to him. Then they bowed to each other and became sworn brothers."
41,15,匡超人,马纯上,"马纯上遇到匡超人落魄父亲病重，资助钱财给他治病，二人结拜为兄弟。Ma Chun-shang met Kuang Chao-jen whose father was ill and destitute, and helped him with money for his father's treatment. They became sworn brothers.","匡超人接了衣裳、银子，两泪交流道：“蒙先生这般相爱，我匡迥何以为报！意欲拜为盟兄，将来诸事还要照顾。只是大胆，不知长兄可肯容纳？” 马二先生大喜，当下受了他两拜，又同他拜了两拜，结为兄弟。“How can I ever repay your kindness? I would like to become your sworn broth¬ er in order to be able to ask for your advice in future. But you may think this too bold a request.”Ma was delighted, however, and allowed Kuang Chao-jen to bow to him. Then they bowed to each other and became sworn brothers."
42,16,匡超人,李本瑛,知县李本瑛见匡超人读书辛勤，资助他去考试。Li Pen-ying saw Kuang Chao-jen studied so hard that he subsidize Kuang to take the exam.,"知县传进宅门去见了，问其家里这些苦楚，便封出二两银子来送他：“这是我分俸些须，你拿去奉养父母。到家并发忿加意用功。府考、院考的时候，你再来见我，我还资助你的盘费。” “This is only a small part of my salary,” said he. “Take it for your parents. When you reach home you must work even harder; and if you come to see me before you go to the prefecture for the next examination, I shall help you with your travelling expenses.”"
44,17,匡超人,景兰江,"后来李本瑛被诬告而革职，匡超人害怕受牵连逃往杭州。在逃往杭州的船上结识景兰江。在诗会中认识杨执中，权勿用，蘧公孙，娄氏公子，称他们为文字至交。Later, Li Pen-ying was falsely accused and dismissed from his position. Kuang Chao-jen was afraid of being implicated and fled to Hangchow. Kuang Chao-jen met Ching Lan-chiang on the boat to Hangchow.","景兰江道：“新学台是湖州鲁老先生同年。鲁老先生就是小弟的诗友。小弟当时联句的诗会，杨执中先生，权勿用先生、嘉兴蘧太守公孙𬳽夫、还有娄中堂两位公子──三先生、四先生，都是弟们文字至交。可惜有位牛布衣先生只是神交，不曾会面。”匡超人见他说这些人，便问道：“杭城文瀚楼选书的马二先生，讳叫做静的，先生想也相与？”景兰江道：“那是做时文的朋友，虽也认得，不算相与。“This new examiner used to work with Mr. Lu of Huchow, who is a poet and friend of mine. Our poetizing parties were attended by Mr. Yang Chih-chung, Mr. Chuan Wu-yung, Chu Hsien-fu of Chiahsing, the grandson of Prefect Chu, and the two sons of Minister Lou — the third and fourth brothers. They are all good friends of mine. There was a Mr. Niu Pu-yi too, but unfortunately I only knew him by reputation: we never met.”"
51,18,匡超人,严贡生,"景兰江邀匡超人去给胡三先生祝寿，路上遇到严贡生，景兰江介绍他们俩认识。Ching Lan-chiang invited Kuang Chao-jen to celebrate the birthday of Mr. Hu, and on the way, they met Yen Chih-chung. Ching Lan-chiang introduced them to each other.",
52,19,匡超人,潘三,"李本瑛出事后，匡超人去杭州投奔潘三。潘三让匡超人去给别人代考，后来又介绍朋友郑老爹的女儿嫁给给匡超人。潘三作恶太多被抓之后匡超人有意与他疏远回避。After Li Benying's incident, Kuang Chao-jen went to Hangchow to seek refuge with Pan Number Three. Pan Number Three asked Kuang Chao-jen to take an exam on someone else's behalf, and later introduced his friend Cheng 's daughter to him and helped to pay for his wedding. After Pan Number Three was caught for his wrongdoing, Kuang Chao-jen deliberately distanced himself from Pan.","潘三送了李四出去，回来向匡超人说道：“二相公，这个事用的着你了。”匡超人道：“我方才听见的。用着我，只好替考。但是我还是坐在外面做了文章传递，还是竟进去替他考？若要进去替他考，我竟没有这样的胆子。”潘三道：“不妨。有我哩。我怎肯害你？且等他封了银子来，我少不得同你往绍兴去。” / 潘三道：“你现今服也满了，还不曾娶个亲事。我有一个朋友，姓郑，在抚院大人衙门里。这郑老爹是个忠厚不过的人，父子都当衙门。他有第三个女儿，托我替他做个媒。So the matter was settled, and a date fixed for the payment. When Pan had seen Li out, he rejoined Kuang Chao-jen. “I’m counting on you for this, my friend,” he said. “I heard what you said, and I’ll do what I can for you. But will I have to write the essay outside and try to pass it in, or go in to take the examination for him? I must say I haven’t the courage to pass myself off as someone else.” “Don’t you worry. I’ll look after you. You don’t think I’d let you get into trouble, do you? When he brings the money. I’ll go to Shaohsing with you.” / “Your term of mourning is over, and it’s high time you married. I have a friend called Cheng — a very good sort — who works in the provincial government. His son is in the yamen as well. He asked me to find a husband for his third daughter, and I’ve had you in mind all along because you’re the right age for each other and would make a handsome couple. Now, if you’re interested, I have only to say the word. You can live with them, and I’ll help you pay for the wedding.”"
54,20,匡超人,牛布衣,"匡超人在去杭州的船上结识了牛布衣，牛布衣与匡超人分别后在甘露庵病死。On his way to Hangchow, Kuang Chao-jen met Niu Buyi on the boat, and after they parted ways, Niu died of illness in Sweet Dew Temple.","匡超人见是衣冠人物，便同他拱手坐下，问起姓名。那老年的道：“贱姓牛，草字布衣。”匡超人听见景兰江说过的，便道：“久仰。” “My name is Niu Pu-yi,” replied the old man. “I have long wished to meet you,” said Kuang, who had heard of Mr. Niu from Ching Lan-chiang."
44,17,景兰江,匡超人,"后来李本瑛被诬告而革职，匡超人害怕受牵连逃往杭州。在逃往杭州的船上结识景兰江。在诗会中认识杨执中，权勿用，蘧公孙，娄氏公子，称他们为文字至交。Later, Li Pen-ying was falsely accused and dismissed from his position. Kuang Chao-jen was afraid of being implicated and fled to Hangchow. Kuang Chao-jen met Ching Lan-chiang on the boat to Hangchow.","景兰江道：“新学台是湖州鲁老先生同年。鲁老先生就是小弟的诗友。小弟当时联句的诗会，杨执中先生，权勿用先生、嘉兴蘧太守公孙𬳽夫、还有娄中堂两位公子──三先生、四先生，都是弟们文字至交。可惜有位牛布衣先生只是神交，不曾会面。”匡超人见他说这些人，便问道：“杭城文瀚楼选书的马二先生，讳叫做静的，先生想也相与？”景兰江道：“那是做时文的朋友，虽也认得，不算相与。“This new examiner used to work with Mr. Lu of Huchow, who is a poet and friend of mine. Our poetizing parties were attended by Mr. Yang Chih-chung, Mr. Chuan Wu-yung, Chu Hsien-fu of Chiahsing, the grandson of Prefect Chu, and the two sons of Minister Lou — the third and fourth brothers. They are all good friends of mine. There was a Mr. Niu Pu-yi too, but unfortunately I only knew him by reputation: we never met.”"
45,17,景兰江,鲁编修,景兰江是鲁编修的诗友。Ching Lan-chiang was a poet friend of Compiler Lu.,"景兰江道：“新学台是湖州鲁老先生同年。鲁老先生就是小弟的诗友。小弟当时联句的诗会，杨执中先生，权勿用先生、嘉兴蘧太守公孙𬳽夫、还有娄中堂两位公子──三先生、四先生，都是弟们文字至交。可惜有位牛布衣先生只是神交，不曾会面。”匡超人见他说这些人，便问道：“杭城文瀚楼选书的马二先生，讳叫做静的，先生想也相与？”景兰江道：“那是做时文的朋友，虽也认得，不算相与。“This new examiner used to work with Mr. Lu of Huchow, who is a poet and friend of mine. Our poetizing parties were attended by Mr. Yang Chih-chung, Mr. Chuan Wu-yung, Chu Hsien-fu of Chiahsing, the grandson of Prefect Chu, and the two sons of Minister Lou — the third and fourth brothers. They are all good friends of mine. There was a Mr. Niu Pu-yi too, but unfortunately I only knew him by reputation: we never met.”"
46,17,景兰江,杨执中,景兰江在诗会中与杨执中成为文字至交。 Ching Lan-chiang made friends with Yang Chih-chung in the poetizing parties.,"景兰江道：“新学台是湖州鲁老先生同年。鲁老先生就是小弟的诗友。小弟当时联句的诗会，杨执中先生，权勿用先生、嘉兴蘧太守公孙𬳽夫、还有娄中堂两位公子──三先生、四先生，都是弟们文字至交。可惜有位牛布衣先生只是神交，不曾会面。”匡超人见他说这些人，便问道：“杭城文瀚楼选书的马二先生，讳叫做静的，先生想也相与？”景兰江道：“那是做时文的朋友，虽也认得，不算相与。“This new examiner used to work with Mr. Lu of Huchow, who is a poet and friend of mine. Our poetizing parties were attended by Mr. Yang Chih-chung, Mr. Chuan Wu-yung, Chu Hsien-fu of Chiahsing, the grandson of Prefect Chu, and the two sons of Minister Lou — the third and fourth brothers. They are all good friends of mine. There was a Mr. Niu Pu-yi too, but unfortunately I only knew him by reputation: we never met.”"
47,17,景兰江,权勿用,景兰江在诗会中与权勿用成为文字至交。 Ching Lan-chiang made friends with Chuan Wu-yung in the poetizing parties.,"景兰江道：“新学台是湖州鲁老先生同年。鲁老先生就是小弟的诗友。小弟当时联句的诗会，杨执中先生，权勿用先生、嘉兴蘧太守公孙𬳽夫、还有娄中堂两位公子──三先生、四先生，都是弟们文字至交。可惜有位牛布衣先生只是神交，不曾会面。”匡超人见他说这些人，便问道：“杭城文瀚楼选书的马二先生，讳叫做静的，先生想也相与？”景兰江道：“那是做时文的朋友，虽也认得，不算相与。“This new examiner used to work with Mr. Lu of Huchow, who is a poet and friend of mine. Our poetizing parties were attended by Mr. Yang Chih-chung, Mr. Chuan Wu-yung, Chu Hsien-fu of Chiahsing, the grandson of Prefect Chu, and the two sons of Minister Lou — the third and fourth brothers. They are all good friends of mine. There was a Mr. Niu Pu-yi too, but unfortunately I only knew him by reputation: we never met.”"
48,17,景兰江,蘧公孙,景兰江在诗会中与蘧公孙成为文字至交。 Ching Lan-chiang made friends with Chu Hsien-fu in the poetizing parties.,"景兰江道：“新学台是湖州鲁老先生同年。鲁老先生就是小弟的诗友。小弟当时联句的诗会，杨执中先生，权勿用先生、嘉兴蘧太守公孙𬳽夫、还有娄中堂两位公子──三先生、四先生，都是弟们文字至交。可惜有位牛布衣先生只是神交，不曾会面。”匡超人见他说这些人，便问道：“杭城文瀚楼选书的马二先生，讳叫做静的，先生想也相与？”景兰江道：“那是做时文的朋友，虽也认得，不算相与。“This new examiner used to work with Mr. Lu of Huchow, who is a poet and friend of mine. Our poetizing parties were attended by Mr. Yang Chih-chung, Mr. Chuan Wu-yung, Chu Hsien-fu of Chiahsing, the grandson of Prefect Chu, and the two sons of Minister Lou — the third and fourth brothers. They are all good friends of mine. There was a Mr. Niu Pu-yi too, but unfortunately I only knew him by reputation: we never met.”"
49,17,景兰江,娄氏兄弟,景兰江在诗会中与娄氏兄弟成为文字至交。 Ching Lan-chiang made friends with The Lou brothers in the poetizing parties.,"景兰江道：“新学台是湖州鲁老先生同年。鲁老先生就是小弟的诗友。小弟当时联句的诗会，杨执中先生，权勿用先生、嘉兴蘧太守公孙𬳽夫、还有娄中堂两位公子──三先生、四先生，都是弟们文字至交。可惜有位牛布衣先生只是神交，不曾会面。”匡超人见他说这些人，便问道：“杭城文瀚楼选书的马二先生，讳叫做静的，先生想也相与？”景兰江道：“那是做时文的朋友，虽也认得，不算相与。“This new examiner used to work with Mr. Lu of Huchow, who is a poet and friend of mine. Our poetizing parties were attended by Mr. Yang Chih-chung, Mr. Chuan Wu-yung, Chu Hsien-fu of Chiahsing, the grandson of Prefect Chu, and the two sons of Minister Lou — the third and fourth brothers. They are all good friends of mine. There was a Mr. Niu Pu-yi too, but unfortunately I only knew him by reputation: we never met.”"
55,21,牛浦郎,牛布衣,牛浦郎在甘露庵读书，看到牛布衣死后留下的诗集，冒名顶替牛布衣身份来发表文章以及结识权贵。Niu Pulang studied at the Sweet Dew Temple and discovered a collection of poems left by Niu Pu-yi after his death. He impersonated Niu Pu-yi by using his identity to publish the poems and make friends with officials.,"浦郎自想：“这相国、督学、太史、通政以及太守、司马、明府，都是而今的现任老爷们的称呼。可见只要会做两句诗，并不要进学、中举，就可以同这些老爷们往来。何等荣耀！”因想：“他这人姓牛，我也姓牛。他诗上只写了牛布衣，并不曾有个名字，何不把我的名字，合著他的号，刻起两方图书来印在上面，这两本诗可不算了我的了？我从今就号做牛布衣！”当晚回家盘算，喜了一夜。“These are all titles of present-day officials,” thought Niu Pulang. “Apparently a man who can write poems doesn’t have to pass the examinations in order to make friends with great officials. This is wonderful!” Then it occurred to him: “This man’s name is Niu and so is 4rhne; and he has only written a pen-name Niu Pu-yi on these volumes without putting down his real name. Why shouldn’t I add my name to his? I will have two seals made and stamp these books with them: then these poems will become mine and from now on I shall call myself Niu Pu-yi.”"
56,22,牛浦郎,牛玉圃,"牛浦郎在船上遇见牛玉圃，因同姓牛玉圃便让牛浦郎认他作叔公。Niu Pulang met Niu Yu-fu on the boat, and because of their same surname, Niu Yu-fu asked Niu Pulang to call him ""great-uncle"".","牛玉圃不等他说完，便接着道：“你既然姓牛，五百年前是一家，我和你祖孙相称罢。我们徽州人称叔祖是叔公，你从今只叫我做叔公罢了。” “My name is also Niu. And my family originally came from the same district.” “Since your name is Niu,” said Niu Yu-fu, “our family must have been the same five hundred years ago. You had better call me great-uncle.”"
57,22,牛浦郎,万雪斋,牛玉圃带牛浦郎拜访杭州的盐商万雪斋。Niu Yu-fu took Niu Pulang to visit a salt merchant named Wan Hsueh-chai.,"那主人万雪斋方从里面走了出来，头戴方巾，手摇金扇，身穿澄乡茧䌷直裰，脚下朱履，出来同牛玉圃作揖。牛玉圃叫过牛浦来见，说道：“这是舍侄孙。见过了老先生！” Wan bowed to Niu Yu-fu who called Niu Pu over. “This is my grandnephew,” he said. “Come and pay your respects to this gentleman.” Then they sat down, Niu Pu in the lowest seat."
60,24,牛浦郎,向鼎,"牛布衣妻子状告牛浦郎杀死牛布衣顶替身份，向知县审理，以为只是同名不予理会。Niu Pu-yi's wife accused Niu Pulang of killing Niu Pu-yi and taking over his identity. Magistrate Hsiang reviewed the case and believed it was just a case of two people having the same name, so he didn't take any action.","向知县向牛奶奶道：“眼见得这牛生员叫做牛布衣，你丈夫也叫做牛布衣。天下同名同姓的多，他自然不知道你丈夫踪迹。你到别处去寻访你丈夫去罢。” “Apparently Mr. Niu here and your husband are both called Niu Pu-yi,” said Hsiang to Mrs. Niu. “But there are many people in the world with the same name. Of course Mr. Niu doesn t know the whereabouts of your husband. You had better look for him elsewhere.”"
61,24,牛浦郎,鲍文卿,向知县上司认为他徇私舞弊要参他，其门下的戏子鲍文卿仰慕他是名士才子，替向知县求情免于处罚。The superior of Magistrate Hsiang thought he was favoring the accused and wanted to take action against him. Actor Pao Wen-ching serving under the superior admired Niu Pulang 's talents and begged for mercy on his behalf.,"鲍文卿道：“方才小的看见大老爷要参处的这位是安东县向老爷。这位老爷小的也不曾认得。但自从七八岁学戏，在师父手里就念的是他做的曲子。这老爷是个大才子，大名士。如今二十多年了，才做得一个知县，好不可怜。如今又要因这事参处了。况他这件事也还是敬重斯文的意思，不知可以求得大老爷免了他的参处罢？” “He’s a great scholar and a writer of genius, yet it has taken him more than twenty years to reach the rank of magistrate: it does seem a shame. And now it looks as if he’ll be dismissed. Besides, he’s in trouble only because he respected scholars. May I beg you, sir, not to condemn him?”"
56,22,牛玉圃,牛浦郎,"牛浦郎在船上遇见牛玉圃，因同姓牛玉圃便让牛浦郎认他作叔公。Niu Pulang met Niu Yu-fu on the boat, and because of their same surname, Niu Yu-fu asked Niu Pulang to call him ""great-uncle"".","牛玉圃不等他说完，便接着道：“你既然姓牛，五百年前是一家，我和你祖孙相称罢。我们徽州人称叔祖是叔公，你从今只叫我做叔公罢了。” “My name is also Niu. And my family originally came from the same district.” “Since your name is Niu,” said Niu Yu-fu, “our family must have been the same five hundred years ago. You had better call me great-uncle.”"
58,22,牛玉圃,万雪斋,牛玉圃带牛浦郎拜访杭州的盐商万雪斋。Niu Yu-fu took Niu Pulang to visit a salt merchant named Wan Hsueh-chai.,
61,24,鲍文卿,牛浦郎,向知县上司认为他徇私舞弊要参他，其门下的戏子鲍文卿仰慕他是名士才子，替向知县求情免于处罚。The superior of Magistrate Hsiang thought he was favoring the accused and wanted to take action against him. Actor Pao Wen-ching serving under the superior admired Niu Pulang 's talents and begged for mercy on his behalf.,"鲍文卿道：“方才小的看见大老爷要参处的这位是安东县向老爷。这位老爷小的也不曾认得。但自从七八岁学戏，在师父手里就念的是他做的曲子。这老爷是个大才子，大名士。如今二十多年了，才做得一个知县，好不可怜。如今又要因这事参处了。况他这件事也还是敬重斯文的意思，不知可以求得大老爷免了他的参处罢？” “He’s a great scholar and a writer of genius, yet it has taken him more than twenty years to reach the rank of magistrate: it does seem a shame. And now it looks as if he’ll be dismissed. Besides, he’s in trouble only because he respected scholars. May I beg you, sir, not to condemn him?”"
62,25,鲍文卿,鲍廷玺,鲍文卿收养修补乐器的倪老爹的儿子为义子更名为鲍廷玺。Pao Wen-ching adopted Ni Shuang-feng's son Ni Ting-hsi as his own son and changed his name to Pao Ting-hsi.,"立过继文书倪霜峰，今将第六子倪廷玺，年方一十六岁，因日食无措，夫妻商议，情愿出继与鲍文卿名下为义子，改名鲍廷玺。此后成人婚娶，俱系鲍文卿抚养。立嗣承祧，两无异说。 Ni Shuang-feng of his own free will and with the consent of his wife gives his sixth son, Ni Ting-hsi, now sixteen years old, to Pao Wen-ching as his adopted son, because Ni Shuang-feng cannot support him. The boy’s name will be changed to Pao Ting-hsi. It will be Pao Wen-ching’s duty to bring him up and find him a wife, and as a descendant of the Pao family he will take part in ancestral sacrifices."
63,25,鲍文卿,向鼎,"鲍文卿遇到向知县，已经升职为知府，向知府将从前家中王管家的女儿许配给鲍文卿之子鲍廷玺。Pao Wen-ching met Magistrate Hsiang, who had been promoted to prefect. Prefect Xiang arranged for the daughter of Wang, his former steward, to marry his son Pao Ting-hsi.","向知府道：“就是我家总管姓王的，他有一个小女儿，生得甚是乖巧，老妻着实疼爱他，带在房里，梳头、裹脚，都是老妻亲手打扮。今年十七岁了，和你令郎是同年。这姓王的在我家已经三代，我把投身纸都查了赏他，已不算我家的管家了。他儿子小王，我又替他买了一个部里书办名字，五年考满，便选一个典史杂职。你若不弃嫌，便把你这令郎招给他做个女婿。将来这做官的便是你令郎的阿舅了。“You know my chief steward, Wang. He has a daughter who is very clever and a great favourite with my wife, who keeps the girl with her and combs her hair and binds her feet herself. She is seventeen this year — the same age as your son. The Wangs have served my family for three generations and I have looked out his bond and given it back to him to show that I no longer consider him as a servant. I have also bought a clerk s post for his son, so that after five years he can become the district prison warden. If you have no objection, your son can marry into the Wang family; then he will have a brother-in-law who is in the official world. What do you say?”"
60,24,向鼎,牛浦郎,"牛布衣妻子状告牛浦郎杀死牛布衣顶替身份，向知县审理，以为只是同名不予理会。Niu Pu-yi's wife accused Niu Pulang of killing Niu Pu-yi and taking over his identity. Magistrate Hsiang reviewed the case and believed it was just a case of two people having the same name, so he didn't take any action.","向知县向牛奶奶道：“眼见得这牛生员叫做牛布衣，你丈夫也叫做牛布衣。天下同名同姓的多，他自然不知道你丈夫踪迹。你到别处去寻访你丈夫去罢。” “Apparently Mr. Niu here and your husband are both called Niu Pu-yi,” said Hsiang to Mrs. Niu. “But there are many people in the world with the same name. Of course Mr. Niu doesn t know the whereabouts of your husband. You had better look for him elsewhere.”"
63,25,向鼎,鲍文卿,"鲍文卿遇到向知县，已经升职为知府，向知府将从前家中王管家的女儿许配给鲍文卿之子鲍廷玺。Pao Wen-ching met Magistrate Hsiang, who had been promoted to prefect. Prefect Xiang arranged for the daughter of Wang, his former steward, to marry his son Pao Ting-hsi.","向知府道：“就是我家总管姓王的，他有一个小女儿，生得甚是乖巧，老妻着实疼爱他，带在房里，梳头、裹脚，都是老妻亲手打扮。今年十七岁了，和你令郎是同年。这姓王的在我家已经三代，我把投身纸都查了赏他，已不算我家的管家了。他儿子小王，我又替他买了一个部里书办名字，五年考满，便选一个典史杂职。你若不弃嫌，便把你这令郎招给他做个女婿。将来这做官的便是你令郎的阿舅了。“You know my chief steward, Wang. He has a daughter who is very clever and a great favourite with my wife, who keeps the girl with her and combs her hair and binds her feet herself. She is seventeen this year — the same age as your son. The Wangs have served my family for three generations and I have looked out his bond and given it back to him to show that I no longer consider him as a servant. I have also bought a clerk s post for his son, so that after five years he can become the district prison warden. If you have no objection, your son can marry into the Wang family; then he will have a brother-in-law who is in the official world. What do you say?”"
64,25,向鼎,鲍廷玺,"鲍文卿遇到向知县，已经升职为知府，向知府将从前家中王管家的女儿许配给鲍文卿之子鲍廷玺。Pao Wen-ching met Magistrate Hsiang, who had been promoted to prefect. Prefect Xiang arranged for the daughter of Wang, his former steward, to marry his son Pao Ting-hsi.",
62,25,鲍廷玺,鲍文卿,鲍文卿收养修补乐器的倪老爹的儿子为义子更名为鲍廷玺。Pao Wen-ching adopted Ni Shuang-feng's son Ni Ting-hsi as his own son and changed his name to Pao Ting-hsi.,"立过继文书倪霜峰，今将第六子倪廷玺，年方一十六岁，因日食无措，夫妻商议，情愿出继与鲍文卿名下为义子，改名鲍廷玺。此后成人婚娶，俱系鲍文卿抚养。立嗣承祧，两无异说。 Ni Shuang-feng of his own free will and with the consent of his wife gives his sixth son, Ni Ting-hsi, now sixteen years old, to Pao Wen-ching as his adopted son, because Ni Shuang-feng cannot support him. The boy’s name will be changed to Pao Ting-hsi. It will be Pao Wen-ching’s duty to bring him up and find him a wife, and as a descendant of the Pao family he will take part in ancestral sacrifices."
64,25,鲍廷玺,向鼎,"鲍文卿遇到向知县，已经升职为知府，向知府将从前家中王管家的女儿许配给鲍文卿之子鲍廷玺。Pao Wen-ching met Magistrate Hsiang, who had been promoted to prefect. Prefect Xiang arranged for the daughter of Wang, his former steward, to marry his son Pao Ting-hsi.",
65,27,鲍廷玺,季苇萧,"鲍廷玺去苏州寻大哥途中遇季苇萧，季苇萧是王管家的孙女婿，鲍廷玺是季苇萧姑丈。Pao Ting-hsi met Chi Wei-hsiao on his way to find his elder brother. Chi Wei-hsiao was the grandson-in-law of Steward Wang, so Pao Ting-hsi was Chi Wei-hsiao's uncle-in-law.","鲍廷玺惊道：“在下姓鲍。相公尊姓大名？怎样这样称呼？”那少年道：“你可是安庆府向太爷衙门里王老爹的女婿？”鲍廷玺道：“我便是。相公怎的知道？”那少年道：“我便是王老爹的孙女婿，你老人家可不是我的姑丈人么？” “My name is Pao,” admitted Ting-hsi, much surprised. “May I ask your name? Why do you call me uncle?” “Didn’t you marry Mr. Wang’s daughter in Prefect Hsiang’s yamen at Anching?” “Yes. How did you know?” “I married Mr. Wang’s granddaughter. Doesn’t that make you my uncle?”"
66,28,鲍廷玺,季恬逸,季苇萧让鲍廷玺帮忙带书信给他同乡的朋友季恬逸。Chi Wei-hsiao asked Pao Ting-hsi to deliver a letter to his friend Chi Tien-yi in Nanjing.,"鲍廷玺问道：“姑爷，你带书子到南京与那一位朋友？”季苇萧道：“他也是我们安庆人，也姓季，叫作季恬逸，和我同姓不宗。前日同我一路出来的。我如今在这里不得回去，他是没用的人，寄个字叫他回家。” “Who is the friend to whom you want me to take a letter, nephew?” asked Ting-hsi. “A man from Anching, whose name is also Chi — Chi Tien-yi. We’re not related, though. He came out with me, and he’s completely incompetent, so now that I shan’t be going back I must write to tell him to go home.”"
76,29,鲍廷玺,杜慎卿,季苇萧又在那里遇见姑丈鲍廷玺，得知鲍廷玺是杜慎卿的仆人。Chi Wei-hsiao also encountered his uncle Pao Ting-hsi there and learned that Pao Ting-hsi was Tu Shen-ching’s servant.,"季苇萧举眼一看，原来就是他姑丈人﹔忙问道：“姑老爷，你怎么也来在这里？”鲍廷玺道：“这是我家十七老爷，我是他门下人，怎么不来？姑爷，你原来也是好相与？” Chi Wei-hsiao saw that it was Pao Ting-hsi. “How do you come to be here, uncle?” he asked. “I am in the service of the Tu family, and this is the seventeenth master. Why shouldn’t I be here? Do you know Mr. Tu too, nephew?”"
